Host,Date,Verb,Path,Type,HTTP Response
rouble.cc.strath.ac.uk,1078717251,GET,/razor.html,document,200
213.181.81.4,1078717340,GET,/LateEmail.html,document,200
64.242.88.10,1078717587,GET,/twiki/bin/edit/Main/Deliver_lock_attempts?topicparent=Main.ConfigurationVariables,document,401
64.242.88.10,1078717698,GET,/twiki/bin/edit/Main/Daemon_directory?topicparent=Main.ConfigurationVariables,document,401
64.242.88.10,1078717764,GET,/twiki/bin/rdiff/TWiki/KlausWriessnegger?rev1=1.2&rev2=1.1,document,200
64.242.88.10,1078717865,GET,/twiki/bin/view/Main/TWikiGuest?rev=1.4,document,200
64.242.88.10,1078717937,GET,/twiki/bin/edit/Main/Relayhost?topicparent=Main.ConfigurationVariables,document,401
lj1036.inktomisearch.com,1078718039,GET,/robots.txt,text,200
lj1159.inktomisearch.com,1078718043,GET,/twiki/bin/oops/Main/TWi,document,200
64.242.88.10,1078718109,GET,/twiki/bin/edit/Main/BookView?topicparent=Main.TWikiVariables,document,401
64.242.88.10,1078719368,GET,/twiki/bin/rdiff/TWiki/DeleteOrRenameATopic,document,200
64.242.88.10,1078719508,GET,/twiki/bin/view/TWiki/DavidWarman,document,200
64.242.88.10,1078719648,GET,/twiki/bin/view/TWiki/TextFormattingRules?rev=r1.28,document,200
64.242.88.10,1078719713,GET,/twiki/bin/rdiff/Main/PeterThoeny,document,200
64.242.88.10,1078719775,GET,/twiki/bin/edit/TWiki/SvenDowideit?t=1078710644,document,401
64.242.88.10,1078719887,GET,/twiki/bin/edit/Main/RBLsHowTo?t=1078668449,document,401
prxint-sxb3.e-i.net,1078719938,GET,/twiki/bin/view/Main/SpamAssassinTaggingOnly,document,200
prxint-sxb3.e-i.net,1078719944,GET,/twiki/bin/view/Main/WebHome,document,200
prxint-sxb3.e-i.net,1078719962,GET,/twiki/bin/view/Main/SideBar,document,200
64.242.88.10,1078719962,GET,/twiki/bin/rdiff/TWiki/DefaultPlugin?rev1=1.5&rev2=1.4,document,200
prxint-sxb3.e-i.net,1078719971,GET,/twiki/bin/view/Main/LinksOfUse,document,200
prxint-sxb3.e-i.net,1078720114,GET,/twiki/bin/view/Main/RelayGateway,document,200
prxint-sxb3.e-i.net,1078720118,GET,/twiki/bin/view/Main/PostfixCommands,document,200
prxint-sxb3.e-i.net,1078720121,GET,/twiki/bin/view/Main/PostfixCmd,document,200
64.242.88.10,1078720122,GET,/twiki/bin/rdiff/TWiki/TWikiHistory?rev1=1.61&rev2=1.60,document,200
prxint-sxb3.e-i.net,1078720132,GET,/twiki/bin/view/Main/PostSuper,document,200
prxint-sxb3.e-i.net,1078720140,GET,/twiki/bin/view/Main/RBLsHowTo,document,200
prxint-sxb3.e-i.net,1078720151,GET,/twiki/bin/view/Main/ConfigurationVariables,document,200
prxint-sxb3.e-i.net,1078720161,GET,/twiki/bin/edit/Main/Propagate_unmatched_extensions?topicparent=Main.ConfigurationVariables,document,401
prxint-sxb3.e-i.net,1078720170,GET,/twiki/pub/TWiki/TWikiDocGraphics/help.gif,image,200
64.242.88.10,1078720405,GET,/mailman/admin/hs_support,document,200
64.242.88.10,1078720832,GET,/twiki/bin/edit/Main/Always_bcc?topicparent=Main.ConfigurationVariables,document,401
64.242.88.10,1078721032,GET,/twiki/bin/view/TWiki/WelcomeGuest?rev=r1.5,document,200
64.242.88.10,1078721533,GET,/twiki/bin/rdiff/Main/TWikiGuest?rev1=1.5&rev2=1.4,document,200
64.242.88.10,1078721740,GET,/twiki/bin/edit/Main/Delay_warning_time?topicparent=Main.ConfigurationVariables,document,401
64.242.88.10,1078721953,GET,/twiki/bin/edit/TWiki/KlausWriessnegger?t=1078709735,document,401
64.242.88.10,1078722042,GET,/twiki/bin/rdiff/TWiki/StanleyKnutson,document,200
p213.54.168.132.tisdip.tiscali.de,1078722044,GET,/twiki/bin/view/Main/WebHome,document,200
p213.54.168.132.tisdip.tiscali.de,1078722045,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,200
p213.54.168.132.tisdip.tiscali.de,1078722046,GET,/favicon.ico,image,200
p213.54.168.132.tisdip.tiscali.de,1078722052,GET,/twiki/bin/view/Main/WebHome,document,200
p213.54.168.132.tisdip.tiscali.de,1078722062,GET,/twiki/bin/view/Main/SpamAssassinAndPostFix,document,200
p213.54.168.132.tisdip.tiscali.de,1078722074,GET,/twiki/bin/view/Main/SpamAssassinTaggingOnly,document,200
64.242.88.10,1078722118,GET,/twiki/bin/view/TWiki/WhatIsWikiWiki,document,200
200.160.249.68.bmf.com.br,1078722126,GET,/twiki/bin/view/Main/WebHome,document,200
200.160.249.68.bmf.com.br,1078722127,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,200
64.242.88.10,1078722193,GET,/twiki/bin/view/Main/WebIndex?rev=1.1,document,200
64.242.88.10,1078722815,GET,/mailman/private/hs_support/,document,200
68-174-110-154.nyc.rr.com,1078722975,GET,/razor.html,document,200
68-174-110-154.nyc.rr.com,1078722980,GET,/favicon.ico,image,200
64.242.88.10,1078723377,GET,/twiki/bin/attach/Sandbox/WebHome,document,401
p213.54.168.132.tisdip.tiscali.de,1078723417,GET,/twiki/bin/view/Main/SpamAssassinDeleting,document,200
66-194-6-70.gen.twtelecom.net,1078723458,GET,/,document,200
64.242.88.10,1078723469,GET,/twiki/bin/edit/TWiki/UnchangeableTopicBug?topicparent=TWiki.TWikiHistory,document,401
p213.54.168.132.tisdip.tiscali.de,1078723490,GET,/twiki/bin/view/Main/SpamAssassinUsingRazorAndDCC,document,200
p213.54.168.132.tisdip.tiscali.de,1078723546,GET,/twiki/bin/view/Main/Postfix,document,200
64.242.88.10,1078723562,GET,/twiki/bin/view/Main/TWikiGuest?skin=print,document,200
p213.54.168.132.tisdip.tiscali.de,1078723566,GET,/twiki/bin/edit/Main/UvscanAndPostFix?topicparent=Main.WebHome,document,401
p213.54.168.132.tisdip.tiscali.de,1078723568,GET,/twiki/pub/TWiki/TWikiDocGraphics/help.gif,image,200
p213.54.168.132.tisdip.tiscali.de,1078723576,GET,/twiki/bin/view/Main/DCCAndPostFix,document,200
64.242.88.10,1078723807,GET,/twiki/bin/view/TWiki/SvenDowideit?rev=1.1,document,200
64.242.88.10,1078723907,GET,/twiki/bin/edit/Main/Maps_rbl_reject_code?topicparent=Main.ConfigurationVariables,document,401
lj1027.inktomisearch.com,1078723921,GET,/twiki/bin/view/TWiki/2fa,document,200
64.242.88.10,1078724073,GET,/twiki/bin/search/Main/SearchResult?scope=text&regex=on&search=Web%20*Changes[^A-Za-z],document,200
64.242.88.10,1078724216,GET,/twiki/bin/edit/Main/WebStatistics?t=1078690975,document,401
68-174-110-154.nyc.rr.com,1078724337,GET,/razor.html,document,304
64.242.88.10,1078724526,GET,/twiki/bin/view/Main/RelayGateway?rev=1.3,document,200
64.242.88.10,1078724858,GET,/robots.txt,text,200
64.242.88.10,1078724928,GET,/twiki/bin/rdiff/TWiki/KevinKinnell?rev1=1.4&rev2=1.3,document,200
64.242.88.10,1078725105,GET,/twiki/bin/view/TWiki/WelcomeGuest?rev=r1.11,document,200
64.242.88.10,1078725368,GET,/twiki/bin/view/TWiki/TWikiRegistration?rev=r1.4,document,200
64.242.88.10,1078725435,GET,/twiki/bin/edit/TWiki/TWikiCodevTWikiEnhancementRequests?topicparent=TWiki.TWikiHistory,document,401
64.242.88.10,1078725519,GET,/twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=Peter%20*Fokkinga[^A-Za-z],document,200
64.242.88.10,1078725711,GET,/twiki/bin/attach/Main/WebPreferences,document,401
64.242.88.10,1078726177,GET,/mailman/admin/hs_rcafaculty,document,200
64.242.88.10,1078726633,GET,/twiki/bin/rdiff/TWiki/WebChanges,document,200
64.242.88.10,1078726836,GET,/twiki/bin/view/Main/JorisBenschop?skin=print,document,200
64.242.88.10,1078727032,GET,/twiki/bin/edit/TWiki/TestArea?topicparent=TWiki.WelcomeGuest,document,401
64.242.88.10,1078727534,GET,/twiki/bin/view/TWiki/WelcomeGuest?rev=r1.6,document,200
64.242.88.10,1078727839,GET,/twiki/bin/rdiff/TWiki/HaroldGottschalk?rev1=1.2&rev2=1.1,document,200
64.242.88.10,1078728082,GET,/pipermail/techcomm/,document,200
64.242.88.10,1078728149,GET,/twiki/bin/view/TWiki/TextFormattingRules?rev=r1.19,document,200
64.242.88.10,1078728212,GET,/twiki/bin/edit/Sandbox/TestTopic2?topicparent=Sandbox.WebHome,document,401
128.227.88.79,1078728461,GET,/twiki/bin/view/Main/WebHome,document,200
128.227.88.79,1078728461,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,200
64.242.88.10,1078728567,GET,/twiki/bin/attach/TWiki/InterWikis,document,401
64.242.88.10,1078728870,GET,/twiki/bin/rdiff/TWiki/TWikiSkins?rev1=1.11&rev2=1.10,document,200
64.242.88.10,1078729029,GET,/twiki/bin/rdiff/TWiki/WebNotify,document,200
128.227.88.79,1078729066,GET,/twiki/bin/view/Main/WebHome,document,200
128.227.88.79,1078729066,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,304
64.242.88.10,1078729215,GET,/twiki/bin/view/TWiki/DontNotify?rev=1.1,document,200
64.242.88.10,1078729633,GET,/twiki/bin/edit/Main/Masquerade_classes?topicparent=Main.ConfigurationVariables,document,401
128.227.88.79,1078729752,GET,/twiki/bin/view/Main/SpamAssassin,document,200
64.242.88.10,1078729761,GET,/twiki/bin/view/Main/WebPreferences?rev=r1.10,document,200
64.242.88.10,1078729826,GET,/twiki/bin/view/TWiki/HaroldGottschalk?rev=1.2,document,200
64.242.88.10,1078729897,GET,/twiki/bin/edit/TWiki/TWikiCodevTWikiPlannedFeatures?topicparent=TWiki.TWikiHistory,document,401
64.242.88.10,1078729959,GET,/twiki/bin/view/TWiki/TWikiHistory?rev=r1.44,document,200
64.242.88.10,1078730533,GET,/twiki/bin/view/TWiki/PeterFokkinga?rev=1.2,document,200
64.242.88.10,1078730618,GET,/twiki/bin/edit/TWiki/TWikiPlugins?t=1078696313,document,401
64.242.88.10,1078730683,GET,/mailman/listinfo/webct,document,200
64.242.88.10,1078730756,GET,/razor.html,document,200
64.242.88.10,1078730821,GET,/mailman/listinfo/faculty,document,200
61.9.4.61,1078730856,GET,/_vti_bin/owssvr.dll?UL=1&ACT=4&BUILD=2614&STRMVER=4&CAPREQ=0,unknown,404
61.9.4.61,1078730856,GET,/SpamAssassin.html,document,200
61.9.4.61,1078730857,GET,/MSOffice/cltreq.asp?UL=1&ACT=4&BUILD=2614&STRMVER=4&CAPREQ=0,document,404
64.242.88.10,1078730909,GET,/mailman/admin/sswk,document,200
64.242.88.10,1078730996,GET,/mailman/listinfo/purchasing,document,200
64.242.88.10,1078731350,GET,/twiki/bin/edit/Main/Invalid_hostname_reject_code?topicparent=Main.ConfigurationVariables,document,401
64.242.88.10,1078731571,GET,/twiki/bin/rdiff/Main/WebPreferences?rev1=1.14&rev2=1.13,document,200
64.242.88.10,1078731654,GET,/twiki/bin/rename/TWiki/TWikiHistory,document,401
64.242.88.10,1078731801,GET,/twiki/bin/view/TWiki/SearchDoesNotWork?rev=r1.2,document,200
64.242.88.10,1078731893,GET,/twiki/bin/view/TWiki/TWikiHistory?rev=r1.50,document,200
64.242.88.10,1078732196,GET,/twiki/bin/edit/TWiki/RyanFreebern?t=1078701457,document,401
64.242.88.10,1078732299,GET,/twiki/bin/view/Main/WebPreferences?rev=r1.2,document,200
64.242.88.10,1078732399,GET,/twiki/bin/rdiff/TWiki/WebTopicEditTemplate,document,200
mcl02.cnc.bc.ca,1078732417,GET,/ie.htm,document,200
mcl02.cnc.bc.ca,1078732418,GET,/images/image005.jpg,image,200
mcl02.cnc.bc.ca,1078732418,GET,/images/image004.jpg,image,200
mcl02.cnc.bc.ca,1078732418,GET,/images/msgops.JPG,image,200
64.242.88.10,1078732470,GET,/twiki/bin/edit/Main/Unknown_local_recipient_reject_code?topicparent=Main.ConfigurationVariables,document,401
64.242.88.10,1078732594,GET,/twiki/bin/search/Main/SearchResult?scope=text&regex=on&search=Web%20*Index[^A-Za-z],document,200
64.242.88.10,1078733086,GET,/SpamAssassin.html,document,200
p5083cd5d.dip0.t-ipconnect.de,1078733372,GET,/SpamAssassin.html,document,200
64.242.88.10,1078733570,GET,/twiki/bin/view/TWiki/ChangePassword?rev=r1.6,document,200
64.242.88.10,1078733655,GET,/twiki/bin/edit/TWiki/HaroldGottschalk?t=1078717948,document,401
64.242.88.10,1078733721,GET,/twiki/bin/edit/Main/Expand_owner_alias?topicparent=Main.ConfigurationVariables,document,401
64.242.88.10,1078733829,GET,/twiki/bin/view/Main/WebIndex?rev=r1.2,document,200
64.242.88.10,1078733932,GET,/rfc.html,document,200
pool-68-160-195-60.ny325.east.verizon.net,1078734060,GET,/,document,200
pool-68-160-195-60.ny325.east.verizon.net,1078734060,GET,/favicon.ico,image,200
64.242.88.10,1078734107,GET,/twiki/bin/search/Main/SearchResult?scope=text&regex=on&search=RBLs%20*How%20*To[^A-Za-z],document,200
64.242.88.10,1078734337,GET,/twiki/bin/rdiff/TWiki/WebTopicEditTemplate?rev1=1.5&rev2=1.4,document,200
212.92.37.62,1078734401,GET,/,document,200
212.92.37.62,1078734424,GET,/twiki/bin/view/Main/WebHome,document,200
212.92.37.62,1078734428,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,200
64.242.88.10,1078734434,GET,/twiki/bin/rdiff/Main/SpamAssassin,document,200
212.92.37.62,1078734443,GET,/twiki/bin/view/Main/SpamAssassinAndPostFix,document,200
212.92.37.62,1078734448,GET,/twiki/bin/view/Main/SpamAssassinTaggingOnly,document,200
64.242.88.10,1078734503,GET,/twiki/bin/rdiff/Main/TokyoOffice?rev1=1.2&rev2=1.1,document,200
64.242.88.10,1078734576,GET,/twiki/bin/view/TWiki/TWikiCategoryTable,document,200
219.95.17.51,1078734597,GET,/,document,200
212.92.37.62,1078734625,GET,/twiki/bin/view/Main/SpamAssassinDeleting,document,200
212.92.37.62,1078734697,GET,/twiki/bin/view/Main/DCCAndPostFix,document,200
10.0.0.153,1078734744,GET,/,document,304
10.0.0.153,1078734747,GET,/twiki/bin/view/Main/WebHome,document,200
10.0.0.153,1078734747,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,304
212.92.37.62,1078734754,GET,/twiki/bin/view/Main/SpamAssassinUsingRazorAndDCC,document,200
212.92.37.62,1078734807,GET,/twiki/bin/view/Main/PostfixCommands,document,200
212.92.37.62,1078734810,GET,/twiki/bin/view/Main/PostfixCmd,document,200
212.92.37.62,1078734819,GET,/twiki/bin/view/Main/PostSuper,document,200
64.242.88.10,1078734831,GET,/twiki/bin/view/Main/WebPreferences?rev=r1.14,document,200
212.92.37.62,1078734832,GET,/twiki/bin/view/Main/SideBar,document,200
212.92.37.62,1078734837,GET,/twiki/bin/view/Main/DCCGraphs,document,200
212.92.37.62,1078734849,GET,/SpamAssassin.html,document,200
64.242.88.10,1078734893,GET,/twiki/bin/rdiff/TWiki/TWikiHistory?rev1=1.8&rev2=1.7,document,200
64.242.88.10,1078734965,GET,/twiki/bin/view/TWiki/ChangePassword?rev=r1.3,document,200
92-moc-6.acn.waw.pl,1078735034,GET,/twiki/bin/view/Main/SpamAssassinAndPostFix,document,200
92-moc-6.acn.waw.pl,1078735034,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,304
92-moc-6.acn.waw.pl,1078735037,GET,/twiki/bin/view/Main/SpamAssassinTaggingOnly,document,200
64.242.88.10,1078735043,GET,/twiki/bin/attach/TWiki/HaroldGottschalk,document,401
66.213.206.2,1078735073,GET,/,document,200
64.242.88.10,1078735215,GET,/LateEmail.html,document,200
64.242.88.10,1078735933,GET,/twiki/bin/view/TWiki/TextFormattingRules?rev=r1.15,document,200
64.242.88.10,1078735997,GET,/twiki/bin/view/TWiki/TWikiTutorial,document,200
64.242.88.10,1078736112,GET,/mailman/private/dentalstudies/,document,200
spot.nnacorp.com,1078736534,GET,/,document,200
spot.nnacorp.com,1078736541,GET,/twiki/bin/view/Main/WebHome,document,200
spot.nnacorp.com,1078736541,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,200
10.0.0.153,1078736549,GET,/,document,304
10.0.0.153,1078736551,GET,/cgi-bin/mailgraph2.cgi,document,200
10.0.0.153,1078736552,GET,/cgi-bin/mailgraph.cgi/mailgraph_0_err.png,image,200
10.0.0.153,1078736552,GET,/cgi-bin/mailgraph.cgi/mailgraph_0.png,image,200
10.0.0.153,1078736552,GET,/cgi-bin/mailgraph.cgi/mailgraph_1_err.png,image,200
10.0.0.153,1078736552,GET,/cgi-bin/mailgraph.cgi/mailgraph_1.png,image,200
10.0.0.153,1078736552,GET,/cgi-bin/mailgraph.cgi/mailgraph_2.png,image,200
10.0.0.153,1078736552,GET,/cgi-bin/mailgraph.cgi/mailgraph_2_err.png,image,200
10.0.0.153,1078736552,GET,/cgi-bin/mailgraph.cgi/mailgraph_3.png,image,200
10.0.0.153,1078736552,GET,/cgi-bin/mailgraph.cgi/mailgraph_3_err.png,image,200
spot.nnacorp.com,1078736574,GET,/twiki/bin/view/Main/TWikiUsers,document,200
spot.nnacorp.com,1078736574,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,304
64.242.88.10,1078736598,GET,/dccstats/index.html,document,200
64.242.88.10,1078736754,GET,/twiki/bin/edit/Sandbox/TestTopic6?topicparent=Sandbox.WebHome,document,401
64.242.88.10,1078736995,GET,/twiki/bin/view/TWiki/TablePlugin?skin=print,document,200
64.242.88.10,1078737174,GET,/twiki/bin/search/Main/SearchResult?scope=text&regex=on&search=Spam%20*Assassin[^A-Za-z],document,200
lhr003a.dhl.com,1078737386,GET,/,document,200
lhr003a.dhl.com,1078737436,GET,/dccstats/index.html,document,200
lhr003a.dhl.com,1078737437,GET,/dccstats/stats-spam.1day.png,image,200
lhr003a.dhl.com,1078737437,GET,/dccstats/stats-spam-ratio.1week.png,image,200
lhr003a.dhl.com,1078737437,GET,/dccstats/stats-spam-ratio.1day.png,image,200
lhr003a.dhl.com,1078737437,GET,/dccstats/stats-spam.1week.png,image,200
lhr003a.dhl.com,1078737437,GET,/dccstats/stats-hashes.1week.png,image,200
lhr003a.dhl.com,1078737437,GET,/dccstats/stats-spam.1month.png,image,200
lhr003a.dhl.com,1078737437,GET,/dccstats/stats-spam-ratio.1month.png,image,200
lhr003a.dhl.com,1078737437,GET,/dccstats/stats-hashes.1month.png,image,200
lhr003a.dhl.com,1078737437,GET,/dccstats/stats-spam.1year.png,image,200
lhr003a.dhl.com,1078737438,GET,/dccstats/stats-spam-ratio.1year.png,image,200
lhr003a.dhl.com,1078737438,GET,/dccstats/stats-hashes.1year.png,image,200
10.0.0.153,1078737533,GET,/,document,304
10.0.0.153,1078737536,GET,/dccstats/index.html,document,304
10.0.0.153,1078737537,GET,/dccstats/stats-spam.1day.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-spam-ratio.1day.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-spam-ratio.1week.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-spam.1week.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-hashes.1month.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-spam-ratio.1month.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-hashes.1week.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-spam.1year.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-spam.1month.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-spam-ratio.1year.png,image,200
10.0.0.153,1078737537,GET,/dccstats/stats-hashes.1year.png,image,200
64.242.88.10,1078737783,GET,/twiki/bin/view/TWiki/SearchDoesNotWork?rev=r1.1,document,200
64.242.88.10,1078737942,GET,/twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=TWiki%20*FAQ[^A-Za-z],document,200
lj1036.inktomisearch.com,1078738175,GET,/robots.txt,text,200
lj1027.inktomisearch.com,1078738176,GET,/twiki/bin/oops/Know/WinDoze95Crash,document,200
pool-68-160-195-60.ny325.east.verizon.net,1078738210,GET,/twiki/bin/view/Main/WebHome,document,200
pool-68-160-195-60.ny325.east.verizon.net,1078738211,GET,/favicon.ico,image,200
pool-68-160-195-60.ny325.east.verizon.net,1078738211,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,200
64.242.88.10,1078738240,GET,/twiki/bin/view/TWiki/WebSearch?rev=r1.10,document,200
64.242.88.10,1078738352,GET,/twiki/bin/rdiff/TWiki/TWikiDownload,document,200
64.242.88.10,1078738426,GET,/twiki/bin/view/Main/SideBar?rev=1.1,document,200
lj1156.inktomisearch.com,1078738433,GET,/twiki/bin/oops/TWiki/TWikiAccessControl,document,200
64.242.88.10,1078738498,GET,/twiki/bin/rdiff/TWiki/TWikiFAQ,document,200
64.242.88.10,1078738595,GET,/twiki/bin/edit/TWiki/WebNotification?topicparent=TWiki.TWikiUpgradeTo01May2000,document,401
64.242.88.10,1078738691,GET,/twiki/bin/view/Main/TWikiGuest?rev=r1.3,document,200
lj1156.inktomisearch.com,1078738830,GET,/twiki/bin/view/TWiki/d43,document,200
64.242.88.10,1078738875,GET,/twiki/bin/edit/Main/Export_environment?topicparent=Main.ConfigurationVariables,document,401
64.242.88.10,1078738947,GET,/twiki/bin/rdiff/Know/ReadmeFirst?rev1=1.6&rev2=1.5,document,200
64.242.88.10,1078739115,GET,/twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=Change%20*Password[^A-Za-z],document,200
64.242.88.10,1078740066,GET,/twiki/bin/view/TWiki/TWikiTopics?rev=r1.4,document,200
64.242.88.10,1078740340,GET,/twiki/bin/view/TWiki/WebSearch?rev=r1.9,document,200
lj1164.inktomisearch.com,1078740388,GET,/twiki/bin/view/Main/DCCGraphs,document,200
64.242.88.10,1078740482,GET,/twiki/bin/rename/TWiki/DefaultPlugin,document,401
64.242.88.10,1078740592,GET,/twiki/bin/view/Main/TWikiGuest?rev=r1.1,document,200
64.242.88.10,1078740886,GET,/twiki/bin/edit/TWiki/TWikiRegistration?t=1078670224,document,401
64.242.88.10,1078741012,GET,/twiki/bin/view/Main/TWikiAdminGroup?rev=1.6,document,200
64.242.88.10,1078741101,GET,/twiki/bin/rdiff/TWiki/WikiSyntax,document,200
64.242.88.10,1078741281,GET,/twiki/bin/oops/TWiki/WikiCulture?template=oopsmore&param1=1.8&param2=1.8,document,200
64.242.88.10,1078741856,GET,/twiki/bin/view/TWiki/WikiTopic,document,200
64.242.88.10,1078741938,GET,/twiki/bin/rdiff/TWiki/WebPreferences,document,200
64.242.88.10,1078742095,GET,/twiki/bin/view/TWiki/WebSearch?skin=print,document,200
64.242.88.10,1078742409,GET,/twiki/bin/view/TWiki/TWikiTopics?rev=r1.7,document,200
64.242.88.10,1078742725,GET,/twiki/bin/search/Main/SearchResult?scope=text&regex=on&search=Thanadon%20*Somdee[^A-Za-z],document,200
64.242.88.10,1078742794,GET,/twiki/bin/view/TWiki/TWikiUpgradeTo01May2000?rev=1.3,document,200
10.0.0.153,1078742882,GET,/,document,304
10.0.0.153,1078742885,GET,/cgi-bin/mailgraph2.cgi,document,200
10.0.0.153,1078742886,GET,/cgi-bin/mailgraph.cgi/mailgraph_0_err.png,image,200
10.0.0.153,1078742886,GET,/cgi-bin/mailgraph.cgi/mailgraph_0.png,image,200
10.0.0.153,1078742886,GET,/cgi-bin/mailgraph.cgi/mailgraph_1_err.png,image,200
10.0.0.153,1078742886,GET,/cgi-bin/mailgraph.cgi/mailgraph_1.png,image,200
10.0.0.153,1078742886,GET,/cgi-bin/mailgraph.cgi/mailgraph_2_err.png,image,200
10.0.0.153,1078742886,GET,/cgi-bin/mailgraph.cgi/mailgraph_2.png,image,200
10.0.0.153,1078742886,GET,/cgi-bin/mailgraph.cgi/mailgraph_3.png,image,200
10.0.0.153,1078742886,GET,/cgi-bin/mailgraph.cgi/mailgraph_3_err.png,image,200
64.242.88.10,1078742899,GET,/twiki/bin/edit/Main/Max_use?topicparent=Main.ConfigurationVariables,document,401
10.0.0.153,1078742917,GET,/dccstats/index.html,document,304
10.0.0.153,1078742917,GET,/dccstats/stats-spam.1day.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-spam-ratio.1day.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-spam.1week.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-spam.1month.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-hashes.1week.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-spam-ratio.1week.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-spam-ratio.1month.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-hashes.1month.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-spam.1year.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-spam-ratio.1year.png,image,200
10.0.0.153,1078742917,GET,/dccstats/stats-hashes.1year.png,image,200
64.242.88.10,1078743005,GET,/twiki/bin/rdiff/TWiki/WebRss,document,200
64.242.88.10,1078743814,GET,/twiki/bin/rdiff/TWiki/WikiCulture?rev1=1.8&rev2=1.7,document,200
128.227.88.79,1078743980,GET,/twiki/bin/view/Main/SpamAssassinAndPostFix,document,200
128.227.88.79,1078743980,GET,/twiki/pub/TWiki/TWikiLogos/twikiRobot46x50.gif,image,304
128.227.88.79,1078743988,GET,/twiki/bin/view/Main/SpamAssassinTaggingOnly,document,200
64.242.88.10,1078744164,GET,/twiki/bin/edit/Main/Lmtp_mail_timeout?topicparent=Main.ConfigurationVariables,document,401
128.227.88.79,1078744209,GET,/twiki/bin/view/Main/WebHome,document,200
128.227.88.79,1078744224,GET,/twiki/bin/view/Main/PostfixCommands,document,200
128.227.88.79,1078744264,GET,/twiki/bin/view/Main/WebHome,document,200
128.227.88.79,1078744270,GET,/twiki/bin/view/Main/TWikiGroups,document,200
128.227.88.79,1078744275,GET,/twiki/bin/view/Main/TWikiAdminGroup,document,200
128.227.88.79,1078744286,GET,/twiki/bin/view/Main/WebHome,document,200
64.242.88.10,1078744311,GET,/twiki/bin/edit/Main/TWikiGuest?t=1078713282,document,401
64.242.88.10,1078744551,GET,/twiki/bin/rdiff/TWiki/AdminSkillsAssumptions,document,200
64.242.88.10,1078744669,GET,/twiki/bin/view/Sandbox/WebHome?rev=r1.3,document,200
64.242.88.10,1078744783,GET,/twiki/bin/edit/TWiki/WikiNotation?t=1078726052,document,401
64.242.88.10,1078745052,GET,/twiki/bin/search/TWiki/SearchResult?scope=text&regex=on&search=Wiki%20*Notation[^A-Za-z],document,200
64.242.88.10,1078745116,GET,/twiki/bin/oops/TWiki/WikiNotation?template=oopsmore&param1=1.3&param2=1.3,document,200
10.0.0.153,1078746041,GET,/cgi-bin/mailgraph2.cgi,document,200
10.0.0.153,1078746042,GET,/cgi-bin/mailgraph.cgi/mailgraph_0_err.png,image,200
10.0.0.153,1078746042,GET,/cgi-bin/mailgraph.cgi/mailgraph_0.png,image,200
10.0.0.153,1078746042,GET,/cgi-bin/mailgraph.cgi/mailgraph_1.png,image,200
10.0.0.153,1078746042,GET,/cgi-bin/mailgraph.cgi/mailgraph_1_err.png,image,200
10.0.0.153,1078746042,GET,/cgi-bin/mailgraph.cgi/mailgraph_2_err.png,image,200
10.0.0.153,1078746042,GET,/cgi-bin/mailgraph.cgi/mailgraph_3.png,image,200
10.0.0.153,1078746042,GET,/cgi-bin/mailgraph.cgi/mailgraph_2.png,image,200
